DATASET_SIMPLEBAR

SEPARATOR COMMA

DATASET_LABEL,bar

COLOR,#ff0000

WIDTH,100

DATA
n19205,13.64
n19208,12.85
n19210,12.3
n19212,26.7
n19214,3.88
n19215,10.69
n19218,9.75
n19222,9.25
n19223,8.87
n19226,5.06
n19228,nan
n19229,8.51
n19230,7.21
n19232,12.11
n19233,7.05
n19236,10.33
n19238,16.96
n19240,16.58
n19242,28.35
n19243,23.34
n19244,7.51
n19248,42.56
n19250,16.29
n19251,11.81
n19254,9.19
n19255,10.47
n19256,18.65
n19257,15.28
n19258,17.13
n19260,12.19
n19262,12.53
n19264,5.33
n19266,7.13
n19268,10.91
n19272,13.15
n19273,12.16
n19282,18.05
n19283,17.05
n19284,11.41
n19285,45.45
n19290,9.8
n19291,27.72
n19292,2.7
n19294,11.29
n19295,31.7
n19298,9.9
n19299,13.38
n19302,3.99
n19304,9.74
n19305,16.02
n19306,15.67
n19308,7.3
n19310,7.02
n19312,4.58
n19313,4.72
n19318,11.19
n19320,8.69
n19321,5.78
n19322,9.96
n19324,4.79
n19325,9.43
n19330,13.71
n19331,10.56
n19332,nan
n19334,9.12
n19336,5.14
n19338,2.9
n19339,6.05
n19342,11.1
n19344,5.89
n19346,20.88
n19347,10.25
n19348,2.04
n19352,3.09
n19354,2.73
n19356,2.63
n19357,5.44
n19358,2.86
n19360,1.25
n19362,1.92
n19364,3.14
n19366,4.38
n19368,0.96
n19370,2.81
n19372,3.0
n19374,5.01
n19378,23.03
n19379,6.25
n19382,10.1
n19384,6.94
n19385,4.99
n19386,2.21
n19388,3.26
n19392,37.84
n19393,2.23
n19394,3.31
n19396,1.82
n19397,1.89
n19402,5.74
n19406,42.93
n19407,20.98
n19408,10.28
n19409,33.89
n19412,14.76
n19413,6.26
n19414,17.56
n19416,6.95
n19417,3.49
n19418,23.54
n19424,9.2
n19426,10.69
n19428,22.62
n19429,19.08
n19432,15.16
n19433,10.11
n19436,3.17
n19437,3.61
n19438,12.37
n19440,1.71
n19442,9.88
n19443,8.84
n19446,19.81
n19450,2.44
n19452,8.99
n19454,8.85
n19456,7.42
n19457,5.94
n19460,4.23
n19461,6.83
n19462,5.65
n19464,6.23
n19465,5.39
n19468,11.71
n19469,8.16
n19470,15.24
n19472,6.23
n19474,14.95
n19478,5.32
n19480,10.5
n19482,11.89
n19486,7.29
n19488,11.34
n19489,nan
n19490,8.17
n19492,5.25
n19494,7.26
n19498,17.31
n19500,11.77
n19504,15.53
n19506,6.36
n19507,12.79
n19508,7.12
n19510,1.85
n19512,8.4
n19514,5.98
n19515,7.75
n19518,14.41
n19519,7.09
n19520,9.69
n19522,7.94
n19524,8.68
n19530,10.33
n19531,44.15
n19532,8.22
n19534,4.51
n19536,21.36
n19537,9.15
n19538,54.46
n19542,14.82
n19548,13.34
n19549,9.98
n19550,2.1
n19554,4.68
n19558,5.64
n19559,2.15
n19560,12.21
n19561,16.36
n19562,6.7
n19566,nan
n19568,17.69
n19570,5.54
n19572,nan
n19574,nan
n19575,4.29
n19578,14.88
n19579,18.02
n19582,11.35
n19583,18.01
n19584,30.24
n19586,1.07
n19587,14.27
n19592,17.8
n19593,9.92
n19594,15.74
n19598,12.39
n19599,21.44
n19600,8.5
n19602,10.42
n19604,15.93
n19606,14.41
n19607,6.33
n19612,10.23
n19613,6.21
n19614,12.49
n19618,69.8
n19620,22.21
n19622,2.49
n19626,8.29
n19627,26.4
n19628,37.71
n19629,32.47
n19630,14.95
n19632,13.42
n19636,10.7
n19638,19.13
n19639,11.78
n19640,21.07
n19642,16.11
n19644,6.37
n19645,14.52
n19650,15.97
n19651,5.13
n19654,6.57
n19656,12.88
n19658,7.52
n19660,31.46
n19662,6.28
n19664,5.94
n19665,7.49
n19668,22.07
n19670,6.8
n19672,8.2
n19673,15.96
n19676,6.29
n19678,49.12
n19679,10.74
n19682,13.82
n19683,14.77
n19684,7.58
n19685,30.97
n19686,20.35
n19688,12.26
n19692,4.87
n19694,7.84
n19696,8.99
n19700,9.72
n19701,13.06
n19704,23.26
n19705,7.36
n19706,8.72
n19708,7.76
n19709,19.09
n19710,8.86
n19712,17.95
n19714,11.6
n19716,7.58
n19718,10.16
n19722,6.5
n19724,4.09
n19725,10.32
n19726,9.45
n19728,11.22
n19730,15.85
n19732,11.55
n19733,7.94
n19734,10.04
n19736,37.88
n19738,30.69
n19740,16.99
n19744,32.37
n19746,19.55
n19748,44.6
n19752,40.06
n19753,12.77
n19754,17.57
n19760,12.49
n19762,33.76
n19764,16.5
n19766,22.55
n19768,22.28
n19770,19.91
n19772,8.4
n19774,9.51
n19778,9.75
n19780,13.38
n19782,36.17
n19784,15.12
n19786,10.64
n19788,9.22
n19790,19.21
n19792,21.25
n19794,14.67
n19795,15.16
n19796,11.37
n19800,9.89
n19802,12.87
n19804,14.52
n19806,23.0
n19807,11.18
n19810,20.99
n19812,20.25
n19814,20.26
n19815,22.14
n19816,6.65
n19818,19.72
n19820,17.52
n19822,18.66
n19824,12.4
n19826,9.42
n19830,15.65
n19831,18.95
n19832,19.97
n19834,30.65
n19836,21.94
n19837,13.89
n19840,16.26
n19842,24.05
n19844,17.0
n19848,37.13
n19850,9.62
n19852,11.41
n19853,7.65
n19854,25.74
n19858,20.21
n19860,17.56
n19862,13.4
n19864,12.44
n19866,6.65
n19868,16.73
n19870,24.43
n19871,15.49
n19874,8.9
n19876,31.5
n19877,22.11
n19880,15.3
n19882,13.17
n19884,20.4
n19886,14.18
n19888,19.09
n19892,13.46
n19894,12.74
n19896,51.65
n19898,24.35
n19900,13.5
n19901,26.49
n19902,16.05
n19904,11.91
n19908,10.1
n19909,14.01
n19910,41.49
n19912,14.02
n19913,28.42
n19916,34.04
n19918,23.85
n19920,8.36
n19922,27.92
n19926,36.71
n19930,5.51
n19931,22.34
n19932,12.72
n19933,20.04
n19936,15.45
n19938,26.49
n19940,27.89
n19941,24.41
n19942,23.33
n19944,17.68
n19946,21.12
n19947,22.27
n19948,8.63
n19950,17.17
n19952,10.67
n19956,15.46
n19958,7.76
n19960,6.49
n19961,15.56
n19966,10.41
n19968,61.15
n19969,48.82
n19970,51.81
n19972,19.44
n19974,13.82
n19976,7.56
n19978,6.11
n19980,10.81
n19982,14.84
n19984,13.66
n19986,5.0
n19987,16.59
n19990,13.68
n19991,17.34
n19992,15.33
n20000,13.05
n20002,8.95
n20004,14.54
n20005,10.97
n20006,9.57
n20010,18.01
n20011,6.88
n20014,19.77
n20015,21.44
n20016,18.38
n20018,25.91
n20020,14.34
n20021,16.99
n20022,13.51
n20024,6.74
n20026,58.57
n20030,20.84
n20031,28.99
n20032,27.85
n20034,41.09
n20036,15.26
n20038,36.05
n20040,8.33
n20042,14.82
n20044,17.11
n20045,17.73
n20048,12.09
n20050,29.57
n20052,16.64
n20053,15.02
n20058,28.3
n20060,10.51
n20061,38.45
n20062,14.78
n20066,23.0
n20068,23.58
n20069,27.33
n20070,17.39
n20072,9.44
n20074,23.14
n20076,20.56
n20078,9.26
n20079,12.59
n20082,nan
n20084,30.04
n20085,23.44
n20086,13.27
n20092,24.33
n20094,18.63
n20095,7.38
n20098,12.51
n20099,30.86
n20104,32.3
n20106,18.32
n20107,11.82
n20108,20.44
n20110,23.9
n20111,13.81
n20112,5.77
n20114,25.32
n20116,24.21
n20118,17.69
n20120,26.61
n20122,15.56
n20123,45.73
n20128,20.66
n20130,25.96
n20132,28.78
n20133,10.14
n20136,7.64
n20138,25.09
n20139,16.75
n20140,25.62
n20142,19.56
n20144,47.1
n20146,12.85
n20148,21.85
n20149,18.28
n20150,13.16
n20154,31.52
n20158,11.43
n20159,28.96
n20160,7.93
n20163,22.69
n20164,28.68
n20166,13.01
n20168,29.55
n20172,25.64
n20173,6.89
n20174,17.98
n20176,12.21
n20177,14.84
n20180,35.05
n20184,8.32
n20186,nan
n20187,16.36
n20188,23.64
n20190,19.14
n20192,37.91
n20194,22.55
n20196,14.01
n20198,9.91
n20200,11.58
n20202,18.34
n20204,15.32
n20206,8.11
n20210,13.54
n20212,9.4
n20213,9.56
n20214,19.51
n20216,19.0
n20218,20.58
n20219,18.02
n20222,18.88
n20226,12.91
n20227,11.84
n20230,18.24
n20232,15.5
n20234,28.78
n20236,17.94
n20238,26.24
n20242,17.74
n20244,17.15
n20246,34.93
n20247,20.32
n20250,7.19
n20252,24.81
n20253,12.92
n20254,15.8
n20256,12.61
n20257,57.08
n20260,20.88
n20264,45.16
n20266,20.92
n20270,23.06
n20271,19.41
n20272,24.58
n20276,24.11
n20277,12.45
n20278,16.88
n20280,11.53
n20284,10.91
n20286,11.3
n20288,30.55
n20289,18.44
n20290,37.83
n20294,20.27
n20296,10.83
n20297,19.04
n20300,42.43
n20302,8.83
n20303,27.74
n20306,17.22
n20307,34.5
n20308,18.94
n20309,26.2
n20312,16.66
n20314,12.96
n20316,16.02
n20317,13.58
n20318,13.25
n20320,20.26
n20324,16.09
n20326,22.2
n20328,36.62
n20329,25.32
n20332,9.99
n20334,20.53
n20336,58.18
n20338,7.58
n20339,16.7
n20344,13.41
n20346,23.35
n20348,14.97
n20349,23.02
n20350,26.5
n20352,9.05
n20354,12.26
n20356,20.07
n20358,14.01
n20360,40.64
n20362,16.4
n20363,5.68
n20368,10.2
n20370,12.64
n20372,22.07
n20373,20.71
n20378,25.15
n20380,17.31
n20381,20.66
n20382,27.03
n20384,15.83
n20388,23.4
n20389,17.18
n20390,15.16
n20392,7.73
n20393,28.12
n20394,70.28
n20398,43.96
n20400,9.2
n20402,8.86
n20403,21.61
n20404,24.2
n20408,21.34
n20409,17.03
n20410,44.18
n20412,nan
n20413,18.11
n20416,10.55
n20417,48.03
n20420,24.19
n20422,22.28
n20426,27.82
n20428,36.98
n20430,20.32
n20431,50.51
n20432,11.81
n20434,22.51
n20436,11.59
n20437,55.41
n20438,15.63
n20442,10.57
n20444,12.29
n20446,22.85
n20448,nan
n20450,16.26
n20452,21.2
n20453,18.23
n20456,43.46
n20460,32.51
n20461,14.78
n20462,23.38
n20466,24.64
n20468,7.42
n20469,20.58
n20470,8.09
n20472,20.72
n20474,25.24
n20475,19.5
n20478,34.28
n20480,18.0
n20482,23.57
n20483,25.92
n20486,24.4
n20488,44.67
n20489,16.33
n20492,18.38
n20494,32.25
n20496,43.08
n20498,16.21
n20500,12.83
n20502,18.86
n20504,29.46
n20505,4.88
n20510,13.47
n20512,23.64
n20514,40.68
n20515,21.48
n20518,36.82
n20522,18.17
n20523,23.36
n20524,9.72
n20525,18.63
n20526,10.89
n20530,14.85
n20532,20.6
n20534,6.39
n20535,21.26
n20536,22.29
n20538,21.21
n20540,9.99
n20544,5.07
n20545,20.58
n20546,13.73
n20547,25.24
n20550,16.2
n20552,31.62
n20554,15.5
n20555,15.05
n20558,26.86
n20559,18.22
n20562,24.58
n20564,11.17
n20568,46.33
n20570,15.62
n20576,17.18
n20577,20.7
n20578,23.36
n20580,11.73
n20581,27.98
n20582,15.73
n20584,19.15
n20588,12.2
n20590,27.28
n20591,15.5
n20592,24.1
n20594,7.37
n20596,18.56
n20597,14.54
n20598,41.07
n20602,21.6
n20604,28.45
n20606,29.18
n20607,15.05
n20610,19.4
n20612,6.62
n20614,22.25
n20615,21.86
n20622,7.79
n20623,21.03
n20624,10.16
n20628,19.18
n20630,14.49
n20631,23.19
n20632,19.33
n20634,7.17
n20635,7.53
n20638,7.33
n20640,6.28
n20641,26.97
n20646,41.85
n20647,16.78
n20648,31.77
n20650,2.35
n20651,27.57
n20652,9.0
n20656,9.42
n20658,11.99
n20659,8.7
n20664,12.2
n20665,13.37
n20666,33.37
n20668,3.59
n20669,6.48
n20670,10.12
n20672,20.05
n20674,14.76
n20676,21.74
n20678,15.2
n20679,21.26
n20680,30.8
n20688,38.53
n20692,8.77
n20693,16.8
n20694,28.63
n20696,15.91
n20698,17.8
n20700,11.68
n20702,13.72
n20704,17.11
n20708,38.24
n20709,8.59
n20712,20.39
n20713,5.71
n20718,6.75
n20719,12.18
n20720,15.68
n20721,18.22
n20724,21.36
n20725,16.54
n20726,27.92
n20727,24.59
n20728,13.38
n20730,21.3
n20732,18.92
n20736,99.62
n20738,11.79
n20740,45.11
n20742,27.84
n20744,40.8
n20746,26.15
n20748,29.74
n20750,17.83
n20752,45.38
n20754,20.97
n20756,40.61
n20758,16.95
n20760,27.99
n20762,17.16
n20764,48.5
n20765,5.41
n20768,93.8
n20770,22.28
n20772,17.85
n20774,27.23
n20775,24.96
n20776,29.25
n20780,19.09
n20784,45.61
n20786,26.84
n20787,19.31
n20788,39.35
n20790,14.19
n20792,32.85
n20793,10.29
n20796,19.16
n20797,16.32
n20800,11.83
n20804,33.38
n20805,73.0
n20806,30.85
n20808,14.19
n20809,72.79
n20810,19.58
n20812,24.75
n20814,46.84
n20818,15.97
n20820,13.32
n20822,26.51
n20823,0.04
n20824,13.05
n20826,23.56
n20828,99.73
n20830,25.73
n20832,23.17
n20834,30.02
n20835,18.58
n20836,71.93
n20840,27.97
n20842,38.45
n20844,16.79
n20846,23.16
n20848,66.46
n20850,35.33
n20852,19.68
n20854,88.68
n20856,39.89
n20858,19.84
n20860,28.3
n20862,76.86
n20863,22.2
n20864,3.53
n20868,45.18
n20870,15.61
n20872,35.21
n20874,14.43
n20875,33.83
n20876,21.34
n20884,12.45
n20886,45.74
n20887,35.36
n20890,37.28
n20891,53.82
n20894,11.39
n20896,26.39
n20898,50.41
n20899,7.71
n20904,nan
n20905,27.91
n20906,42.06
n20908,nan
n20910,10.86
n20912,0.74
n20913,nan
n20914,37.8
n20920,19.88
n20921,44.99
n20922,18.58
n20924,1.26
n20925,11.61
n20929,nan
n20932,31.02
n20933,28.31
n20934,38.08
n20936,11.07
n20938,40.11
n20940,18.61
n20941,8.48
n20942,14.12
n20944,29.01
n20946,54.23
n20950,nan
n20954,nan
n20955,54.01
n20956,56.4
n20958,nan
n20959,nan
n20962,11.82
n20963,18.11
n20964,47.99
n20970,45.3
n20971,34.97
n20974,24.14
n20975,nan
n20978,31.34
n20980,24.78
n20982,31.78
n20983,11.2
n20984,62.23
n20986,11.0
n20988,nan
n20992,10.52
n20993,nan
n20994,9.14
n20996,21.5
n20998,21.92
n21000,16.2
n21001,10.83
n21008,19.18
n21010,10.2
n21011,16.48
n21012,nan
n21014,37.61
n21015,22.62
n21016,28.36
n21018,12.75
n21020,18.78
n21022,44.5
n21024,24.41
n21026,13.92
n21027,21.37
n21032,31.5
n21033,38.39
n21034,85.66
n21036,17.09
n21038,4.12
n21042,50.55
n21044,36.89
n21045,26.09
n21046,21.81
n21048,31.11
n21050,43.57
n21051,32.39
n21056,22.43
n21057,23.75
n21058,49.13
n21059,20.32
n21062,39.59
n21064,12.63
n21066,22.38
n21068,28.07
n21070,17.01
n21071,11.63
n21074,18.89
n21076,27.44
n21080,12.5
n21082,20.26
n21083,11.35
n21084,26.69
n21086,61.26
n21090,59.21
n21092,43.69
n21093,30.38
n21094,nan
n21096,nan
n21098,nan
n21100,nan
n21101,nan
n21104,58.87
n21108,37.71
n21109,14.65
n21114,35.53
n21116,23.19
n21117,37.59
n21118,20.79
n21120,43.26
n21121,5.97
n21122,nan
n21124,23.52
n21126,14.91
n21128,30.79
n21130,29.43
n21131,nan
n21134,39.4
n21136,36.15
n21140,nan
n21142,15.91
n21143,21.66
n21146,36.04
n21148,42.79
n21149,67.16
n21150,13.69
n21152,47.87
n21153,40.47
n21156,37.93
n21158,55.77
n21160,61.87
n21162,12.78
n21163,55.87
n21166,56.92
n21168,5.48
n21169,2.45
n21174,76.04
n21175,nan
n21176,25.01
n21178,9.91
n21179,45.49
n21180,29.46
n21186,11.8
n21187,83.98
n21188,73.41
n21189,20.79
n21192,60.46
n21194,40.36
n21195,88.32
n21196,45.52
n21198,64.43
n21200,35.99
n21201,19.44
n21204,48.9
n21208,9.75
n21210,13.3
n21212,23.09
n21214,21.44
n21215,19.96
n21218,15.27
n21219,19.26
n21220,16.41
n21222,5.06
n21224,16.98
n21226,22.09
n21227,20.39
n21230,nan
n21232,16.4
n21234,4.24
n21236,22.76
n21242,6.25
n21244,17.6
n21245,10.29
n21248,11.48
n21250,14.65
n21252,12.68
n21253,24.4
n21258,15.58
n21260,17.53
n21262,21.95
n21263,19.56
n21264,23.73
n21266,16.95
n21270,12.36
n21272,11.2
n21273,15.81
n21274,11.71
n21276,12.7
n21278,12.3
n21280,9.25
n21282,9.37
n21283,16.11
n21286,14.48
n21287,13.16
n21290,32.75
n21292,26.15
n21294,18.7
n21296,11.52
n21298,29.7
n21300,13.43
n21302,12.02
n21306,13.5
n21308,5.49
n21310,19.72
n21312,13.61
n21314,18.85
n21316,11.38
n21318,32.82
n21319,27.02
n21320,11.76
n21322,21.01
n21324,8.42
n21326,6.01
n21328,6.41
n21330,27.24
n21332,7.43
n21334,18.87
n21336,24.83
n21337,16.91
n21338,26.57
n21342,8.81
n21344,36.48
n21346,26.6
n21347,11.14
n21350,13.06
n21352,7.97
n21354,3.47
n21356,15.55
n21358,4.52
n21359,10.61
n21360,11.66
n21364,19.83
n21365,17.86
n21370,nan
n21372,10.53
n21373,10.94
n21376,13.2
n21377,36.5
n21378,22.63
n21380,5.25
n21381,9.99
n21384,23.77
n21385,6.26
n21388,11.53
n21390,12.63
n21392,20.94
n21394,26.51
n21395,11.67
n21398,14.23
n21399,8.62
n21400,14.89
n21402,13.92
n21406,18.97
n21407,5.49
n21408,17.69
n21410,16.29
n21411,33.97
n21414,23.28
n21415,11.39
n21418,24.93
n21422,16.94
n21423,33.97
n21426,59.82
n21428,21.9
n21430,57.69
n21432,57.96
n21434,23.43
n21436,23.69
n21438,24.29
n21440,42.57
n21442,26.99
n21446,40.08
n21447,27.12
n21448,25.49
n21450,13.71
n21452,17.36
n21454,31.91
n21456,20.01
n21460,26.59
n21462,24.98
n21463,13.31
n21464,20.06
n21468,7.93
n21470,25.18
n21472,19.93
n21473,13.84
n21478,24.21
n21479,24.72
n21480,15.9
n21482,14.45
n21483,7.54
n21486,16.86
n21487,59.15
n21488,35.36
n21492,33.22
n21494,13.44
n21495,nan
n21496,13.58
n21500,9.5
n21501,9.29
n21502,4.79
n21503,10.98
n21508,8.74
n21510,16.19
n21514,12.88
n21515,15.23
n21516,21.03
n21517,10.16
n21520,29.8
n21522,nan
n21523,35.54
n21524,31.4
n21526,28.19
n21528,11.9
n21529,22.56
n21534,22.43
n21536,18.54
n21538,15.86
n21539,49.11
n21542,12.14
n21544,14.33
n21545,32.81
n21546,21.91
n21548,21.77
n21550,14.18
n21552,18.55
n21556,21.53
n21557,15.29
n21558,11.66
n21560,24.97
n21562,10.36
n21563,13.68
n21566,20.75
n21568,17.0
n21570,12.21
n21571,12.05
n21578,35.53
n21582,74.71
n21583,38.13
n21584,25.7
n21586,41.16
n21588,49.52
n21589,7.06
n21590,nan
n21594,20.24
n21596,14.47
n21597,13.44
n21598,nan
n21600,30.03
n21601,28.81
n21606,nan
n21608,33.37
n21610,28.62
n21611,26.65
n21614,8.55
n21616,30.93
n21618,8.31
n21620,15.1
n21622,30.96
n21623,17.63
n21624,21.47
n21626,17.42
n21630,8.67
n21631,nan
n21634,11.14
n21635,6.69
n21636,nan
n21637,10.08
n21640,45.51
n21642,33.83
n21644,15.9
n21648,35.88
n21649,29.52
n21650,36.14
n21652,6.59
n21654,nan
n21655,15.08
n21656,22.62
n21660,nan
n21662,nan
n21664,36.72
n21666,nan
n21668,34.78
n21670,21.98
n21672,41.7
n21674,nan
n21676,23.57
n21677,39.17
n21678,16.11
n21682,45.26
n21684,29.13
n21685,33.13
n21688,33.94
n21689,24.22
n21690,16.41
n21692,25.33
n21694,13.45
n21695,24.27
n21700,nan
n21702,20.64
n21704,16.14
n21705,37.38
n21710,43.77
n21711,26.47
n21712,17.43
n21714,46.76
n21716,21.43
n21718,18.43
n21720,nan
n21721,63.1
n21724,23.91
n21725,14.59
n21730,16.52
n21731,3.55
n21732,43.24
n21734,16.76
n21736,24.21
n21738,8.55
n21739,61.76
n21744,nan
n21745,59.08
n21746,43.13
n21747,5.74
n21751,87.03
n21752,91.03
n21754,13.08
n21756,nan
n21758,30.6
n21759,43.0
n21766,80.86
n21767,61.2
n21768,19.91
n21770,28.81
n21772,24.21
n21773,12.8
n21778,21.85
n21779,13.21
n21780,13.43
n21784,10.97
n21785,nan
n21786,33.19
n21788,33.48
n21792,23.78
n21793,nan
n21798,55.97
n21799,25.26
n21802,18.65
n21803,58.67
n21806,65.07
n21807,30.76
n21808,nan
n21810,nan
n21811,nan
n21814,32.64
n21816,30.0
n21818,50.09
n21820,70.71
n21821,28.96
n21822,36.66
n21824,nan
n21826,18.65
n21828,10.03
n21829,18.34
n21832,18.2
n21833,37.92
n21838,14.84
n21841,8.31
n21844,9.08
n21846,12.63
n21847,19.82
n21848,nan
n21850,nan
n21852,nan
n21856,nan
n21857,nan
n21858,nan
n21859,nan
n21864,33.62
n21865,6.97
n21866,14.2
n21868,16.29
n21870,35.6
n21872,16.07
n21874,23.78
n21875,13.7
n21878,17.08
n21880,39.43
n21882,16.44
n21884,17.05
n21885,14.49
n21886,89.1
n21888,8.78
n21892,nan
n21894,52.76
n21895,nan
n21896,36.58
n21898,11.39
n21900,9.53
n21904,13.01
n21905,7.39
n21906,32.85
n21908,14.55
n21909,7.78
n21912,37.85
n21914,18.22
n21916,35.18
n21918,19.45
n21920,24.87
n21922,12.6
n21924,14.15
n21926,18.37
n21928,34.83
n21930,21.44
n21932,26.95
n21934,20.18
n21936,12.74
n21938,18.22
n21940,17.21
n21942,23.57
n21944,20.13
n21946,17.02
n21948,16.04
n21950,36.16
n21952,26.62
n21954,18.27
n21956,22.96
n21958,7.13
n21959,19.76
n21962,24.34
n21966,64.78
n21968,17.67
n21969,11.27
n21972,23.37
n21974,72.45
n21975,25.76
n21980,nan
n21982,nan
n21984,17.49
n21986,38.15
n21987,20.26
n21988,15.9
n21990,18.11
n21992,6.35
n21994,14.99
n21996,12.35
n21997,54.74
n21998,28.44
n22002,30.57
n22003,14.03
n22006,27.23
n22008,62.54
n22009,nan
n22012,17.55
n22014,28.02
n22015,22.69
n22016,24.37
n22018,22.43
n22020,24.32
n22022,nan
n22024,15.78
n22029,16.69
n22030,7.43
n22031,12.76
n22036,24.64
n22038,8.62
n22039,66.78
n22044,10.2
n22045,21.38
n22046,54.63
n22048,nan
n22049,27.69
n22052,nan
n22053,28.16
n22056,27.08
n22058,63.49
n22059,nan
n22062,25.32
n22064,11.62
n22066,25.92
n22067,59.85
n22068,74.24
n22070,17.99
n22072,38.64
n22073,21.96
n22080,55.26
n22084,58.05
n22085,17.92
n22086,8.04
n22088,13.1
n22089,15.12
n22092,29.04
n22093,26.03
n22096,nan
n22098,22.05
n22099,68.74
n22104,14.15
n22105,23.75
n22108,46.65
n22109,97.84
n22110,14.12
n22112,10.65
n22113,23.11
n22116,67.91
n22118,14.22
n22119,39.85
n22122,17.83
n22123,15.93
n22124,7.85
n22126,10.59
n22127,37.08
n22128,55.73
n22130,17.83
n22132,14.5
n22136,16.65
n22140,28.51
n22141,26.1
n22142,25.53
n22144,10.72
n22148,16.4
n22150,12.58
n22152,11.11
n22154,12.77
n22156,9.94
n22158,13.24
n22160,7.59
n22162,10.96
n22164,6.58
n22168,13.96
n22170,16.6
n22174,12.93
n22178,18.94
n22179,11.01
n22180,11.73
n22184,12.93
n22186,14.3
n22187,10.72
n22188,17.77
n22190,21.0
n22191,18.28
n22192,26.94
n22196,8.97
n22197,10.98
n22198,15.77
n22200,10.35
n22206,16.93
n22207,12.95
n22208,14.45
n22209,17.77
n22210,21.97
n22212,10.28
n22214,21.78
n22218,17.55
n22220,11.93
n22221,16.85
n22224,2.71
n22225,19.98
n22226,10.6
n22228,10.51
n22232,15.34
n22233,15.65
n22234,13.93
n22240,17.63
n22242,26.21
n22244,14.11
n22248,11.03
n22250,8.66
n22252,24.51
n22256,11.96
n22258,15.32
n22259,15.74
n22262,4.66
n22263,22.45
n22264,15.62
n22265,41.42
n22266,31.81
n22270,9.68
n22272,14.61
n22273,23.1
n22274,20.27
n22276,10.35
n22278,18.62
n22280,2.85
n22284,3.21
n22285,11.39
n22286,16.21
n22287,20.53
n22288,20.81
n22290,15.34
n22296,19.17
n22298,24.21
n22300,16.14
n22302,16.07
n22304,17.37
n22305,17.21
n22306,9.26
n22308,19.54
n22310,12.06
n22312,15.34
n22314,15.7
n22315,29.47
n22316,24.0
n22318,28.38
n22322,24.59
n22324,24.98
n22326,15.01
n22328,13.56
n22330,20.94
n22331,11.14
n22332,13.23
n22336,20.46
n22338,14.64
n22340,12.29
n22341,9.28
n22344,33.0
n22348,9.08
n22350,5.89
n22351,13.54
n22352,13.56
n22354,10.2
n22356,12.64
n22358,12.71
n22360,15.06
n22362,14.9
n22364,14.89
n22365,14.76
n22366,5.77
n22370,19.29
n22372,14.96
n22374,12.5
n22376,11.21
n22377,17.27
n22380,14.62
n22381,10.11
n22384,5.06
n22386,20.09
n22388,27.84
n22392,14.46
n22393,9.49
n22394,20.85
n22396,13.17
n22397,10.66
n22400,12.63
n22402,16.4
n22404,13.6
n22405,20.6
n22408,10.3
n22410,17.96
n22411,17.18
n22412,10.75
n22414,16.37
n22416,5.37
n22417,11.61
n22418,7.83
n22420,13.45
n22422,6.76
n22426,13.74
n22428,12.69
n22430,16.6
n22432,11.04
n22434,9.41
n22435,14.22
n22436,17.19
n22438,15.18
n22440,9.35
n22442,9.63
n22444,14.36
n22446,15.28
n22448,12.53
n22450,13.27
n22454,13.27
n22456,10.71
n22458,15.18
n22460,14.33
n22462,9.58
n22464,7.26
n22466,11.81
n22467,10.88
n22468,9.7
n22470,9.77
n22472,7.87
n22474,9.63
n22476,13.09
n22478,9.4
n22480,11.54
n22482,14.13
n22484,11.55
n22486,8.4
n22488,14.33
n22490,12.96
n22492,14.84
n22494,13.45
n22496,14.47
n22498,20.98
n22500,38.58
n22506,13.13
n22508,23.18
n22509,13.53
n22512,9.43
n22513,11.87
n22514,12.97
n22516,23.03
n22518,25.56
n22520,15.34
n22524,17.72
n22525,14.28
n22528,7.42
n22529,18.89
n22530,14.58
n22531,22.94
n22532,12.07
n22534,4.29
n22538,10.37
n22540,11.57
n22542,14.13
n22544,6.35
n22546,15.19
n22548,13.83
n22550,22.67
n22554,12.83
n22555,18.84
n22556,16.63
n22558,12.0
n22560,21.07
n22562,18.01
n22564,13.12
n22566,16.9
n22568,12.18
n22570,12.02
n22572,16.95
n22574,15.85
n22576,16.22
n22578,14.91
n22580,14.03
n22582,11.65
n22586,12.38
n22587,24.66
n22588,24.27
n22589,12.36
n22592,28.63
n22594,5.86
n22596,14.27
n22597,12.82
n22598,19.89
n22602,17.17
n22604,12.69
n22606,14.11
n22607,14.08
n22608,21.27
n22612,16.18
n22613,13.04
n22618,13.77
n22619,10.94
n22622,12.94
n22623,9.22
n22624,14.47
n22625,10.63
n22626,16.1
n22628,19.45
n22630,14.87
n22634,6.55
n22636,11.38
n22638,11.0
n22640,14.16
n22642,21.57
n22644,8.41
n22646,8.95
n22648,10.85
n22650,10.23
n22652,21.1
n22653,14.5
n22654,16.22
n22656,15.16
n22660,1.82
n22661,2.18
n22664,11.57
n22666,25.59
n22668,10.97
n22669,12.07
n22674,11.01
n22676,19.08
n22677,12.8
n22678,10.73
n22680,8.81
n22682,9.59
n22683,11.99
n22684,14.89
n22686,23.28
n22688,12.09
n22692,13.21
n22693,17.06
n22694,1.74
n22696,18.19
n22697,13.75
n22700,24.73
n22702,25.48
n22706,33.96
n22710,nan
n22711,8.16
n22716,62.54
n22718,4.85
n22719,9.92
n22720,18.72
n22722,75.62
n22724,11.9
n22725,5.78
n22728,35.7
n22730,15.23
n22731,10.81
n22732,27.15
n22736,10.56
n22740,10.94
n22741,48.67
n22742,10.59
